Name,Date,Time,Venue,Address,Tickets Buying Urls,Filter
Modern Swimwear — The Tank,"19 Jan,12 Feb","7:00 pm GMT-5,4:30 pm GMT-5",The Tank,"312 W 36th St., New York, NY, United States",https://thetanknyc.org/calendar-1/2023/modern-swimwear | https://www.theatermania.com/shows/new-york-city-theater/modern-swimwear_410844,tomorrow
Babies and Books,2 Feb,1:30 pm GMT-5,Brooklyn Public Library - Dyker Branch,"8202 13th Ave. (@, 82nd St, Brooklyn, NY, United States",https://events.amny.com/event/babies-and-books-at-dyker-library-2023-02-02/ | https://events.qns.com/event/babies-and-books-at-dyker-library-2023-02-02/,tomorrow
Kids Tech Time,1 Feb,4:00 pm GMT-5,Brooklyn Public Library - Rugby Branch,"1000 Utica Ave, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/kids-tech-time-rugby-meeting-room-20230201,today
Babies & Books,1 Feb,10:30 am GMT-5,Central Library,"10 Grand Army Plaza, Brooklyn, NY, United States",https://events.rocklandparent.com/event/babies-books-at-central-library-2023-02-01/ | https://events.brooklynpaper.com/event/babies-books-at-central-library-2023-02-01/ | https://events.caribbeanlife.com/event/babies-books-at-central-library-2023-02-01/,today
DIY for teens,1 Feb,3:30 pm GMT-5,Brooklyn Public Library - Red Hook Branch,"7 Wolcott St, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/diy-for-teens-red-hook-library-20230201 | https://events.danspapers.com/event/diy-for-teens-at-red-hook-library-2023-02-01/ | https://events.amny.com/event/diy-for-teens-at-red-hook-library-2023-02-01/ | https://events.metrophiladelphia.com/event/diy-for-teens-at-red-hook-library-2023-02-01/ | https://events.qns.com/event/diy-for-teens-at-red-hook-library-2023-02-01/,today
2 FOR 1 DRINKS @ GAME NIGHT 7Pm-9Pm open till 1AM,"1 Feb,2 Feb","5:00 pm GMT-5,1:00 am GMT-5",Taj II Lounge and Event Space,"48 W 21st St, New York, NY, United States",https://www.eventbrite.com/e/2-for-1-drinks-game-night-7pm-9pm-open-till-1am-tickets-162940269733 | https://allevents.in/new%20york/2-for-1-drinks-game-night-7pm-9pm-open-till-1am/10000162940544555?ref=eventlist-cat,today
Automated Monitoring with Zabbix - New York (NYC) - Midtown Manhattan - Park Avenue & E48-49th (Grand Central),2 Feb,,,"299 Park Ave 6th floor, New York, NY, USA",https://www.nobleprog.com/cc/autzabbix?id=autzabbix-151956-20230201,today
Toddler Time,1 Feb,11:00 am GMT-5,Brooklyn Public Library - Homecrest Branch,"2525 Coney Island Ave. at, Ave V, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/toddler-time-homecrest-library-20230201 | https://events.brooklynpaper.com/event/toddler-time-at-homecrest-library-2023-02-01/,today
One Team Scavenger Hunt Central Park NYC,"31 Jan,1 Feb","4:00 pm GMT-5,2:00 am GMT-5",,"200 Central Park West, New York, NY, USA",https://www.eventbrite.com/e/one-team-scavenger-hunt-central-park-nyc-tickets-110455906590 | https://allevents.in/new%20york%20city/one-team-scavenger-hunt-central-park-nyc/10000360738978997,today
Storytime,1 Feb,11:00 am GMT-5,Mapleton Library,"1702 60th St, Brooklyn, NY, United States",https://events.rocklandparent.com/event/storytime-at-mapleton-library-2023-02-01/ | https://events.brooklynpaper.com/event/storytime-at-mapleton-library-2023-02-01/,today
Ohio State Murders,1 Feb,"2:00 pm GMT-5,7:00 pm GMT-5",James Earl Jones Theatre,"138 W 48th St, New York, NY, United States",https://www.vividseats.com/ohio-state-murders-tickets-new-york-james-earl-jones-theatre-2-1-2023--theater-arts-and-theater/production/4109492?utm_medium=organic&utm_source=google_eventsearch | https://www.eventticketscenter.com/ohio-state-murders-new-york-02-01-2023/5325759/t | https://www.ticketsmarter.com/e/ohio-state-murders-tickets-new-york-2-1-2023-james-earl-jones-theatre/5325758 | https://www.closeseats.com/new-york/broadway/ohio-state-murders-tickets/5325758 | https://www.ticketsource.com/2150000/Ohio-State-Murders,today
AwakenHub & AwakenAngels Take New York — AwakenHub,1 Feb,"6:30 pm GMT-5,8:30 pm GMT-5",,"Grand Central Tower, 140 E 45th St, New York, NY, USA",https://www.awakenhub.com/events-2/stbrigidsday2023,today
Story Play,2 Feb,11:00 am GMT-5,Brooklyn Public Library - Washington Irving Branch,"360 Irving Ave. (at, Woodbine St, Brooklyn, NY, United States",https://events.amny.com/event/story-play-at-washington-irving-library-2023-02-02/,tomorrow
Teen Open Play Basketball,2 Feb,"2:00 pm GMT-5,4:00 pm GMT-5",Highbridge Recreation Center,"2301 Amsterdam Ave, New York, NY, United States",https://www.nycgovparks.org/events/2023/02/02/teen-open-play-basketball1,tomorrow
Sunset Cruise,"6 Jan,5 Feb","4:00 pm GMT-5,4:00 pm GMT-5",Event Cruises NYC,"Pier 36, 299 South St, New York, NY, United States",https://eventcruisesnyc.com/events/sunset-cruise | https://feverup.com/m/94381,tomorrow
One Team Scavenger Hunt Central Park NYC,"1 Feb,2 Feb","4:00 pm GMT-5,2:00 am GMT-5",,"200 Central Park West, New York, NY, USA",https://www.eventbrite.com/e/one-team-scavenger-hunt-central-park-nyc-tickets-110455906590,tomorrow
NEW YORK OPERA CONSERVATORY:  FREE 2022 Summer Concert Series – Croton Free Library,"30 Jan,3 Feb","7:00 pm GMT-5,8:30 pm GMT-5",Croton Free Library,"171 Cleveland Dr, Croton-On-Hudson, NY, United States",https://bestthingsny.com/event/new-york-opera-conservatory-free-2022-summer-concert-series-croton-free-library-2023-01-30-croton-on-hudson-ny.html,tomorrow
ME AND WHO,3 Feb,,Joan and Donald Schaeffer Black Box Theater,"Holland House Road, Hempstead, NY, United States",https://www.theatermania.com/shows/new-york-theater/me-and-who_415275,tomorrow
2 FOR 1 DRINKS @ GAME NIGHT 7Pm-9Pm open till 1AM,"1 Feb,2 Feb","5:00 pm GMT-5,1:00 am GMT-5",Taj II Lounge and Event Space,"48 W 21st St, New York, NY, United States",https://www.eventbrite.com/e/2-for-1-drinks-game-night-7pm-9pm-open-till-1am-tickets-162940269733 | https://allevents.in/new%20york/2-for-1-drinks-game-night-7pm-9pm-open-till-1am/10000162940544555?ref=eventlist-cat,tomorrow
One Team Scavenger Hunt Central Park NYC,"2 Feb,3 Feb","4:00 pm GMT-5,2:00 am GMT-5",,"200 Central Park West, New York, NY, USA",https://www.eventbrite.com/e/one-team-scavenger-hunt-central-park-nyc-tickets-110455906590,tomorrow
Automated Monitoring with Zabbix - New York (NYC) - Midtown Manhattan - Park Avenue & E48-49th (Grand Central),2 Feb,,,"299 Park Ave 6th floor, New York, NY, USA",https://www.nobleprog.com/cc/autzabbix?id=autzabbix-151956-20230201,tomorrow
Kids Create: Arts & Crafts,2 Feb,4:00 pm GMT-5,Brooklyn Public Library - Homecrest Branch,"2525 Coney Island Ave. at, Ave V, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/kids-create-arts-crafts-homecrest-library-20230202 | https://events.rocklandparent.com/event/kids-create-arts-crafts-at-homecrest-library-2023-02-02/ | https://events.siparent.com/event/kids-create-arts-crafts-at-homecrest-library-2023-02-02/ | https://events.amny.com/event/kids-create-arts-crafts-at-homecrest-library-2023-02-02/ | https://events.brooklynpaper.com/event/kids-create-arts-crafts-at-homecrest-library-2023-02-02/,tomorrow
Teen Time: Video Gameplay,1 Feb,2:30 pm GMT-5,Mill Basin Library,"2385 Ralph Ave, Brooklyn, NY, United States",https://events.newyorkfamily.com/event/teen-time-video-gameplay-at-mill-basin-library-2023-02-01/ | https://events.gaycitynews.com/event/teen-time-video-gameplay-at-mill-basin-library-2023-02-01/,today
Toddler Time,1 Feb,10:30 am GMT-5,Brooklyn Public Library - Highlawn Branch,"1664 W. 13th St. at, Kings Hwy, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/toddler-time-highlawn-meeting-room-20230201 | https://events.amny.com/event/toddler-time-at-highlawn-library-2023-02-01/?tribe-bar-date=2022-12-29&time=events+happening+today | https://events.metrophiladelphia.com/event/toddler-time-at-highlawn-library-2023-02-01/?tribe-bar-date=2023-01-01&time=events+happening+tomorrow | https://events.brooklynpaper.com/event/toddler-time-at-highlawn-library-2023-02-01/,today
Toddler Time,1 Feb,11:00 am GMT-5,Brooklyn Public Library - Red Hook Branch,"7 Wolcott St, Brooklyn, NY, United States",https://events.brooklynpaper.com/event/toddler-time-at-red-hook-library-2023-02-01/,today
"13 Tours, All City Neighborhoods, Any Time Of The Day, Choose One Tour Or Many",1 Feb,"10:00 am GMT-5,7:00 pm GMT-5",,"New York, NY, USA",https://www.clubfreetime.com//new-york-city-nyc/free-tour/2023-02-01/event/572188,today
Traditions of Greenwich Village - Food Tours by Cozymeal™,1 Feb,"12:30 pm GMT-5,2:30 pm GMT-5",,"10013, New York, NY, USA",https://www.eventbrite.com/e/traditions-of-greenwich-village-food-tours-by-cozymealtm-tickets-483419319197,today
Amazing Scavenger Hunt Adventure - New York- Mid Central Park,1 Feb,"8:00 am GMT-5,7:00 pm GMT-5",The Dakota,"1 W 72nd St, New York, NY, United States",https://allevents.in/new%20york/amazing-scavenger-hunt-adventure-new-york-mid-central-park/10000431173099347,today
Teen/tween un-bored board game time,1 Feb,3:00 pm GMT-5,Greenpoint Library,"107 Norman Ave, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/teentween-un-bored-board-greenpoint-eco-lab-3-20230201 | https://events.amny.com/event/teen-tween-un-bored-board-game-time-at-greenpoint-library-2023-02-01/ | https://events.brooklynpaper.com/event/teen-tween-un-bored-board-game-time-at-greenpoint-library-2023-02-01/,today
Storytime,1 Feb,11:00 am GMT-5,Brooklyn Public Library - Flatlands Branch,"2065 Flatbush Ave. at, Avenue P, Brooklyn, NY, United States",https://events.qns.com/event/storytime-at-flatlands-library-2023-02-01/ | https://events.brooklynpaper.com/event/storytime-at-flatlands-library-2023-02-01/,today
Meaningful Movement Series: Class for Pre-crawling babies,1 Feb,"11:00 am GMT-5,12:00 pm GMT-5",Healthybaby,"21 Warren St, New York, NY, United States",https://www.eventbrite.com/e/meaningful-movement-series-class-for-pre-crawling-babies-tickets-405284917097,today
Mill Basin Presents Toddler Time,1 Feb,11:00 am GMT-5,Mill Basin Library,"2385 Ralph Ave, Brooklyn, NY, United States",https://events.longislandpress.com/event/mill-basin-presents-toddler-time-at-mill-basin-library-2023-02-01/ | https://events.metrophiladelphia.com/event/mill-basin-presents-toddler-time-at-mill-basin-library-2023-02-01/ | https://events.brooklynpaper.com/event/mill-basin-presents-toddler-time-at-mill-basin-library-2023-02-01/,today
Amazing Scavenger Hunt Adventure - New York- Lower Central Park,2 Feb,"8:00 am GMT-5,7:00 pm GMT-5",6 Columbus - Central Park Hotel,"308 W 58th St, New York, NY, United States",https://allevents.in/new%20york/amazing-scavenger-hunt-adventure-new-york-lower-central-park/10000431046400387,tomorrow
Poster Session: Cybersecurity Center (In-Person),2 Feb,"5:30 pm GMT-5,7:00 pm GMT-5",Seeley W. Mudd Building,"500 W 120th St, New York, NY, United States",https://www.eventbrite.com/e/poster-session-cybersecurity-center-in-person-tickets-410137290677,tomorrow
Petits potes: Storytime in French for Toddlers,2 Feb,"9:45 am GMT-5,10:30 am GMT-5",FIAF French Institute Alliance Française,"22 E 60th St #1077, New York, NY, United States",https://allevents.in/new%20york/petits-potes-storytime-in-french-for-toddlers/10000488820534377,tomorrow
Traditions of Greenwich Village - Food Tours by Cozymeal™,2 Feb,"12:30 pm GMT-5,2:30 pm GMT-5",,"10013, New York, NY, USA",https://www.eventbrite.com/e/traditions-of-greenwich-village-food-tours-by-cozymealtm-tickets-483419319197,tomorrow
"13 Tours, All City Neighborhoods, Any Time Of The Day, Choose One Tour Or Many",2 Feb,"10:00 am GMT-5,7:00 pm GMT-5",,"Manhattan, New York, NY, USA",https://www.clubfreetime.com//new-york-city-nyc/free-tour/2023-02-02/event/572191,tomorrow
February 2023 – Watercolor Workshop with Eudes Correia in New York City,2 Feb,"6:00 pm GMT-5,9:00 pm GMT-5",Drawing New York,"15 Gramercy Pk S, New York, NY, United States",https://drawingamerica.com/event/february-2023-watercolor-workshop-with-eudes-correia-in-new-york-city/ | https://allevents.in/new%20york/4-session-watercolor-class-with-eudes-correia-in-new-york-city/10000499440699577,tomorrow
97th Founder's Day Mass,2 Feb,10:00 am GMT-5,Church of St. Ignatius Loyola,"980 Park Ave, New York, NY, United States",https://www.marymountnyc.org/copy-of-event-detail?pk=17189683&fromId=175734,tomorrow
Storytime,2 Feb,11:00 am GMT-5,Brooklyn Public Library - Rugby Branch,"1000 Utica Ave, Brooklyn, NY, United States",https://events.longislandpress.com/event/storytime-at-rugby-library-2023-02-02/ | https://events.brooklynpaper.com/event/storytime-at-rugby-library-2023-02-02/,tomorrow
Wine & Cheese Tasting Cruise,"6 Jan,5 Feb","7:00 pm GMT-5,7:00 pm GMT-5",Event Cruises NYC,"Pier 36, 299 South St, New York, NY, United States",https://eventcruisesnyc.com/events/wine-tasting-nyc-cruise | https://libertycruise.nyc/events/wine-tasting-nyc-cruise | https://www.eventbrite.com/e/wine-cheese-tasting-cruise-with-chocolate-tickets-147198293057,tomorrow
"Learning Maya - NJ, Jersey City - Hudson Street",3 Feb,,,"101 Hudson St 21st floor, Jersey City, NJ, USA",https://www.nobleprog.com/cc/kivy?id=kivy-9147611-20230203,tomorrow
Preschool Storytime,1 Feb,10:15 am GMT-5,Canarsie Library,"1580 Rockaway Pkwy, Brooklyn, NY, United States",https://events.rocklandparent.com/event/preschool-storytime-at-canarsie-library-2023-02-01/ | https://events.amny.com/event/preschool-storytime-at-canarsie-library-2023-02-01/ | https://events.brooklynpaper.com/event/preschool-storytime-at-canarsie-library-2023-02-01/,today
Teen Arts & Games Hour,1 Feb,4:00 pm GMT-5,Clason's Point Library,"1215 Morrison Ave, The Bronx, NY, United States",https://events.rocklandparent.com/event/teen-arts-games-hour-at-in-person-2023-02-01/ | https://events.danspapers.com/event/teen-arts-games-hour-at-in-person-2023-02-01/ | https://events.amny.com/event/teen-arts-games-hour-at-the-new-york-public-library-2023-02-01/ | https://events.bxtimes.com/event/teen-arts-games-hour-at-in-person-2023-02-01/,today
Downtown Music at Grace presents afternoon music,1 Feb,"12:10 pm GMT-5,1:00 pm GMT-5",Downtown Music At Grace,"33 Church St, White Plains, NY, United States",https://hearitthere.com/event/downtown-music-at-grace-presents-afternoon-music/2023-02-01/,today
LEGOS for Kids!,1 Feb,3:00 pm GMT-5,Brooklyn Public Library - Bay Ridge Branch,"7223 Ridge Blvd. at, 73rd St, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/legos-for-kids-bay-ridge-library-20230201 | https://events.siparent.com/event/legos-for-kids-at-bay-ridge-library-2023-02-01/ | https://events.amny.com/event/legos-for-kids-at-bay-ridge-library-2023-02-01/ | https://events.metrophiladelphia.com/event/legos-for-kids-at-bay-ridge-library-2023-02-01/ | https://events.brooklynpaper.com/event/legos-for-kids-at-bay-ridge-library-2023-02-01/,today
Storytime at Windsor Terrace Library,1 Feb,10:30 am GMT-5,Windsor Terrace Library,"160 E 5th St, Brooklyn, NY, United States",https://events.rocklandparent.com/event/storytime-at-windsor-terrace-library-at-windsor-terrace-library-2023-02-01/ | https://events.metrophiladelphia.com/event/storytime-at-windsor-terrace-library-at-windsor-terrace-library-2023-02-01/ | https://events.brooklynpaper.com/event/storytime-at-windsor-terrace-library-at-windsor-terrace-library-2023-02-01/,today
Open Mic ~ Music ~ Poetry ~ Hip Hop ~ Jazz ~ Vendors Needed Wanted,"4 Jan,1 Feb","8:00 pm GMT-5,11:00 pm GMT-5",,"Elizabeth, NJ, USA",https://allevents.in/elizabeth/open-mic-~-music-~-poetry-~-hip-hop-~-jazz-~-vendors-needed-wanted/10000490980996377,today
Borough Park Presents Brainy Babies,1 Feb,10:00 am GMT-5,Brooklyn Public Library - Borough Park Branch,"1265 43rd St, Brooklyn, NY, United States",https://events.siparent.com/event/borough-park-presents-brainy-babies-at-borough-park-library-2023-02-01/ | https://events.amny.com/event/borough-park-presents-brainy-babies-at-borough-park-library-2023-02-01/ | https://events.longislandpress.com/event/borough-park-presents-brainy-babies-at-borough-park-library-2023-02-01/ | https://events.brooklynpaper.com/event/borough-park-presents-brainy-babies-at-borough-park-library-2023-02-01/,today
Wine & Cheese Tasting Cruise,"6 Jan,5 Feb","7:00 pm GMT-5,7:00 pm GMT-5",Event Cruises NYC,"Pier 36, 299 South St, New York, NY, United States",https://eventcruisesnyc.com/events/wine-tasting-nyc-cruise | https://libertycruise.nyc/events/wine-tasting-nyc-cruise | https://www.eventbrite.com/e/wine-cheese-tasting-cruise-with-chocolate-tickets-147198293057,today
Sunset Park Afterschool Program,1 Feb,"2:30 pm GMT-5,6:00 pm GMT-5",Sunset Park Recreation Center,"4200 7th Ave, Brooklyn, NY, United States",https://www.nycgovparks.org/events/2023/02/01/sunset-park-afterschool-program,today
Lapsit Storytime,1 Feb,11:00 am GMT-5,Great Kills Library,"56 Giffords Ln, Staten Island, NY, United States",https://events.amny.com/event/lapsit-storytime-at-great-kills-library-2023-02-01/,today
Open Enrollment Week New York,"30 Jan,3 Feb","10:00 am GMT-5,5:00 pm GMT-5",SAE Institute of Technology New York,"218 W 18th St 4th Floor, New York, NY, United States",https://usa.sae.edu/event/open-enrollement-week-new-york/,tomorrow
Sunset Park Afterschool Program,2 Feb,"2:30 pm GMT-5,6:00 pm GMT-5",Sunset Park Recreation Center,"4200 7th Ave, Brooklyn, NY, United States",https://www.nycgovparks.org/events/2023/02/02/sunset-park-afterschool-program,tomorrow
The Homestead — ACOUSTIC MUSIC 5 PM,"2 Feb,3 Feb","11:00 pm GMT-5,12:00 am GMT-5",,"10 Dehart St, Morristown, NJ, USA",https://www.thehomesteadnj.com/event-entry/acoustic-music-630-pm-f5yez-tp4xr-ppb7z,tomorrow
Pat Prebor Solo Acoustic,2 Feb,5:00 pm GMT-5,Quiet Man Pub,"64 E McFarlan St, Dover, NJ, United States",https://patprebor.com/event/4814746/613753254/pat-prebor-solo-acoustic,tomorrow
Prep for Littles | Alternative Preschool | 20 Months - 3.5 Years,2 Feb,"9:00 am GMT-5,11:00 am GMT-5",FunFit Kids,"550 W 110th St, New York, NY, United States",https://www.hisawyer.com/marketplace/activity-set/354452,tomorrow
NEW YORK OPERA CONSERVATORY:  FREE 2022 Summer Concert Series – Croton Free Library,"1 Feb,5 Feb","7:00 pm GMT-5,8:30 pm GMT-5",Croton Free Library,"171 Cleveland Dr, Croton-On-Hudson, NY, United States",https://bestthingsny.com/event/new-york-opera-conservatory-free-2022-summer-concert-series-croton-free-library-2023-02-01-croton-on-hudson-ny.html,tomorrow
Alfred E. Smith Afterschool Program,2 Feb,"3:00 pm GMT-5,6:00 pm GMT-5",Alfred E. Smith Recreation Center,"80 Catherine St, New York, NY, United States",https://www.nycgovparks.org/events/2023/02/02/alfred-e-smith-afterschool-program,tomorrow
NEW YORK OPERA CONSERVATORY:  FREE 2022 Summer Concert Series – Croton Free Library,"2 Feb,6 Feb","7:00 pm GMT-5,8:30 pm GMT-5",Croton Free Library,"171 Cleveland Dr, Croton-On-Hudson, NY, United States",https://bestthingsny.com/event/new-york-opera-conservatory-free-2022-summer-concert-series-croton-free-library-2023-02-02-croton-on-hudson-ny.html,tomorrow
"Broadway Week 2023, New York, USA","17 Jan,12 Feb",,,"New York, NY, USA",https://www.travelbeginsat40.com/event/broadway-week-new-york-usa/,tomorrow
To Save and Project: The 19th MoMA International Festival of Film Preservation,"12 Jan,2 Feb",,The Museum of Modern Art,"11 W 53rd St, New York, NY, United States",https://www.moma.org/tickets/select,tomorrow
Open Enrollment Week New York,"30 Jan,3 Feb","10:00 am GMT-5,5:00 pm GMT-5",SAE Institute of Technology New York,"218 W 18th St 4th Floor, New York, NY, United States",https://usa.sae.edu/event/open-enrollement-week-new-york/,today
Families Create and Learn,1 Feb,3:00 pm GMT-5,Clason's Point Library,"1215 Morrison Ave, The Bronx, NY, United States",https://events.amny.com/event/families-create-and-learn-at-the-new-york-public-library-2023-02-01/ | https://events.metrophiladelphia.com/event/families-create-and-learn-at-the-new-york-public-library-2023-02-01/,today
Bilingual Storytime/Cuentos bilingües,1 Feb,"11:00 am GMT-5,11:30 am GMT-5",Hamilton Grange Library,"503 W 145th St, New York, NY, United States",https://www.nypl.org/events/programs/2023/02/01/bilingual-storytimecuentos-bilingues | https://events.amny.com/event/bilingual-storytime-cuentos-bilingues-at-hamilton-grange-library-2023-02-01/,today
Alfred E. Smith Afterschool Program,1 Feb,"3:00 pm GMT-5,6:00 pm GMT-5",Alfred E. Smith Recreation Center,"80 Catherine St, New York, NY, United States",https://www.nycgovparks.org/events/2023/02/01/alfred-e-smith-afterschool-program,today
Toddler Time,1 Feb,10:30 am GMT-5,Greenpoint Library,"107 Norman Ave, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/toddler-time-greenpoint-library-20230201 | https://events.amny.com/event/toddler-time-at-greenpoint-library-2023-02-01/?tribe-bar-date=2023-01-02&time=events+happening+today | https://events.longislandpress.com/event/toddler-time-at-greenpoint-library-2023-02-01/ | https://events.metrophiladelphia.com/event/toddler-time-at-greenpoint-library-2023-02-01/?tribe-bar-date=2022-12-31&time=events+happening+today | https://events.brooklynpaper.com/event/toddler-time-at-greenpoint-library-2023-02-01/,today
Museum Minis  — Westchester Children's Museum,1 Feb,"4:00 pm GMT-5,4:30 pm GMT-5",,"Playland Bathhouse, 100 Playland Pkwy, Rye, NY, USA",https://www.discoverwcm.org/new-events/museumminis-djdf2-k27fm-dh34j-jddr8-jelw3-x2776-glnt9-t9t7s-3wfkz-s8gsz-n3p3j-7ww4r-xstkm-h9bf9-7ngb2-jp7cr,today
Red Velvet Burlesque Show NYC's #1 Variety & Brunch Cabaret Show in NYC,1 Feb,"6:00 pm GMT-5,7:30 pm GMT-5","Red Velvet Burlesque, Variety & Cabaret Dinner Show NYC","621 W 46th St, New York, NY, United States",https://allevents.in/new%20york%20city/red-velvet-burlesque-show-nycs-1-variety-and-brunch-cabaret-show-in-nyc/10000480642132557,today
Little Movers Storytime,1 Feb,12:00 pm GMT-5,Clason's Point Library,"1215 Morrison Ave, The Bronx, NY, United States",https://events.amny.com/event/little-movers-storytime-at-the-new-york-public-library-2023-02-01/ | https://events.brownstoner.com/event/little-movers-storytime-at-the-new-york-public-library-2023-02-01/ | https://events.bxtimes.com/event/little-movers-storytime-at-the-new-york-public-library-2023-02-01/,today
Cirque du Soleil: Mad Apple,31 Jan,"6:30 pm GMT-5,10:30 pm GMT-5",United States,,https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcirque-du-soleil-mad-apple-las-vegas-nevada-01-31-2023%2Fevent%2F2E005D33E9ED4383 | https://bestthingsnv.com/event/cirque-du-soleil-mad-apple-2023-01-31-tm-las-vegas-nv.html,today
Campus to Career: Virtual Mock Interviews with Fitch Ratings,1 Feb,"6:00 pm GMT-5,8:00 pm GMT-5",Harvard Club of New York City,"35 W 44th St, New York, NY, United States",https://onetoworld.org/organizer/marisa-silva/,today
Open Mic Event,"5 Jan,3 Feb","12:00 am GMT-5,2:47 pm GMT-5",,"118 Chadwick Rd, Teaneck, NJ, USA",https://www.openmicnewjersey.com/MoreInfo/NTI4OCMjIyNURVhU,tomorrow
FREE After Work Real Estate & Entrepreneur Appreciation Networking Mixer,2 Feb,10:00 pm GMT-5,,"125 W 26th St, New York, NY, USA",https://www.eventbrite.com/e/free-after-work-real-estate-entrepreneur-appreciation-networking-mixer-tickets-403256921307,tomorrow
Almost Sunrise,9 Feb,,,"New York, NY, USA",https://ff.hrw.org/film/almost-sunrise | https://www.ticketmaster.com/almost-famous-musical-new-york-02-02-2023/event/Z7r9jZ1AdfSJe | https://www.maquindal.es/?dk2080mwaidzi409,tomorrow
Toddler Sensory Playtime,2 Feb,11:00 am GMT-5,Brooklyn Public Library - Brownsville Branch,"61 Glenmore Ave. at, Watkins St, United States",https://events.danspapers.com/event/toddler-sensory-playtime-at-brownsville-library-2023-02-02/ | https://events.amny.com/event/toddler-sensory-playtime-at-brownsville-library-2023-02-02/ | https://events.brownstoner.com/event/toddler-sensory-playtime-at-brownsville-library-2023-02-02/ | https://events.brooklynpaper.com/event/toddler-sensory-playtime-at-brownsville-library-2023-02-02/,tomorrow
Build with LEGO,2 Feb,3:00 pm GMT-5,Brooklyn Public Library - Brownsville Branch,"61 Glenmore Ave. at, Watkins St, United States",https://events.rocklandparent.com/event/build-with-lego-at-brownsville-library-2023-02-02/ | https://events.siparent.com/event/build-with-lego-at-brownsville-library-2023-02-02/ | https://events.amny.com/event/build-with-lego-at-brownsville-library-2023-02-02/ | https://events.metrophiladelphia.com/event/build-with-lego-at-brownsville-library-2023-02-02/ | https://events.brooklynpaper.com/event/build-with-lego-at-brownsville-library-2023-02-02/,tomorrow
African American Genealogy with Dennis Richmond,2 Feb,"6:00 pm GMT-5,7:00 pm GMT-5",Grinton I. Will Public Library,"1500 Central Park Ave, Yonkers, NY, United States",https://www.eventbrite.com/e/african-american-genealogy-with-dennis-richmond-tickets-506676512087,tomorrow
REALTOR'S KARAOKE NIGHT,2 Feb,"5:00 pm GMT-5,8:00 pm GMT-5",The Woodland,"60 Woodland Rd, Maplewood, NJ, United States",https://www.eventbrite.com/e/realtors-karaoke-night-tickets-505381087437 | https://allevents.in/maplewood/realtors-karaoke-night/10000505381087437,tomorrow
Amazing Scavenger Hunt Adventure - New York-Midtown,"1 Feb,2 Feb","1:00 pm GMT-5,12:00 am GMT-5",,"1501 Broadway, New York, NY, USA",https://allevents.in/manhattan/amazing-scavenger-hunt-adventure-new-york-midtown/10000431072719107,tomorrow
Big Games Adaptive Games,2 Feb,"11:00 am GMT-5,12:00 pm GMT-5",Williamsbridge Oval Recreation Center,"3225 Reservoir Oval E, The Bronx, NY, United States",https://www.nycgovparks.org/parks/williamsbridge-oval/events/2023/02/02/big-games-adaptive-games,tomorrow
Sunset Cruise,"7 Jan,6 Feb","4:00 pm GMT-5,4:00 pm GMT-5",Liberty Cruise,"299 South St, New York, NY, United States",https://libertycruise.nyc/events/sunset-cruise,tomorrow
A Beautiful Noise - The Neil Diamond Musical,"1 Feb,2 Feb","2:00 pm GMT-5,1:00 am GMT-5",Broadhurst Theatre,"235 W 44th St, New York, NY, United States",https://www.vividseats.com/a-beautiful-noise-tickets-new-york-broadhurst-theatre-2-1-2023--theater-musical/production/3987898?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketsmarter.com/e/a-beautiful-noise-the-neil-diamond-musical-tickets-new-york-2-1-2023-broadhurst-theatre/5191895 | https://www.closeseats.com/new-york/broadway/a-beautiful-noise-the-neil-diamond-musical-tickets/5191896 | https://www.ticketsource.com/2093978/A-Beautiful-Noise | https://www.meetandgreetticket.com/Events/5191895/A-Beautiful-Noise-The-Neil-Diamond-Musical-Tickets,week
Miss Monique by Gray Area & Superior Ingredients,5 Feb,"4:00 pm GMT-5,10:00 pm GMT-5",Superior Ingredients,"74 Wythe Ave, Brooklyn, NY, United States",https://dice.fm/event/2elvm-miss-monique-by-gray-area-superior-ingredients-5th-feb-the-roof-at-superior-ingredients-new-york-tickets | https://bit.ly/3BFU0Fl | https://www.bandsintown.com/t/1027017742?came_from=209 | https://ra.co/events/1632015 | https://grayarea.co/events/miss-monique-on-the-roof-feb-5-2023,week
