Name,Date,Time,Venue,Address,Tickets Buying Urls,Filter
A Little Night Music at Spreckels Performing Arts Center,,,Spreckels Performing Arts Center,"5409 Snyder Ln, Rohnert Park, CA",https://www.broadwayworld.com/los-angeles/regional/A-Little-Night-Music-2929662,today
Save the Date: Niko and Monika (Dutch Acro) Workshop in SF!,,,Zaccho Dance Theatre,"1777 Yosemite Ave, San Francisco, CA",https://allevents.in/san%20francisco/save-the-date-niko-and-monika-dutch-acro-workshop-in-sf/200023886099016,today
Amy D w/ Hristo Vitchev,,,SFJAZZ,"201 Franklin St, San Francisco, CA",https://www.sfjazz.org/tickets/productions/sfjazz-hotplate-amy-d-after-hours2 | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?ser=Apcera#!/details/Amy-D-Sings-Sarah-Vaughan-s-After-Hours/10562232/2023-02-16T19 | https://dothebay.com/events/2023/2/16/amy-d-tickets | https://allevents.in/org/amy-d/17059969,tomorrow
“All Your Favorite Music is (Probably) Black”,,,Berkeley Public Library,"2090 Kittredge St, Berkeley, CA",https://dothebay.com/events/2023/2/18/all-your-favorite-music-is-probably-black-tickets,tomorrow
IT'S A FUNCTION AT EL RIO w/ Carlo Guapi + Jenset + Swaggy B + DJSAY + Tia Nomore + Baghead + Emelle,,,El Rio,"3158 Mission St, San Francisco, CA",https://dothebay.com/events/2023/2/18/fng-presents-it-s-a-function-at-el-rio-w-carlo-guapi-jenset-swaggy-b-djsay-tia-nomore-baghead-emelle-tickets,tomorrow
Oasis Saturday  at The Grand Nightclub 2.4.23,,,The Grand,"520 4th St, San Francisco, CA",https://allevents.in/mobile/amp-event.php?event_id=10000525947341657,tomorrow
LANTZ LAZWELL & THE VIBE TRIBE (w/ Ronkat of P-Funk),,9:15 PM GMT-5,Boom Boom Room,"1601 Fillmore St, San Francisco, CA",https://wl.seetickets.us/event/LANTZ-LAZWELLandTHEVIBETRIBEwRonkatofP-Funk/532195 | https://dothebay.com/events/2023/2/18/lantz-lazwell-the-vibe-tribe-w-ronkat-of-p-funk-tickets | https://app.discotech.me/events/37353779-lantz-lazwell-and-the-vibe-tribe-with-ronkat-of-p-funk-at-boom-boom-room,tomorrow
Hawthorne Saturdays,,,Hawthorn SF Nightclub and Lounge,"46 Geary St, San Francisco, CA",https://app.discotech.me/events/37288948-hawthorne-saturdays-at-hawthorn,tomorrow
Asheba Plays Caribbean Music for Children - Ingleside Branch,,,Ingleside Branch Library,"1298 Ocean Ave, San Francisco, CA",https://www.chatterblock.com/events/363822/asheba-plays-caribbean-music-for-children-ingleside-branch/,tomorrow
Asheba Plays Caribbean Music for Children - Richmond/Senator Milton Marks,,,Richmond/Senator Milton Marks Branch Library,"351 9th Ave, San Francisco, CA",https://www.chatterblock.com/events/363827/asheba-plays-caribbean-music-for-children-richmondsenator-milton-marks/,tomorrow
Kafana Balkan,,,Rickshaw Stop,"155 Fell St, San Francisco, CA",https://wl.seetickets.us/event/KAFANA-BALKAN/527965?afflky=RickshawStop | https://dothebay.com/events/2023/2/18/kafana-balkan-tickets | https://app.discotech.me/events/37335333-kafana-balkan-at-rickshaw-stop,tomorrow
The Salsa Rueda Festi,,,East Bay Community Space,"507 55th St, Oakland, CA",https://eventseeker.com/tickets/eb-499880665527 | https://allevents.in/oakland/the-2nd-salsa-rueda-festi/10000499880665527 | https://www.danceus.org/event/16761088381968/the-salsa-rueda-festi-oakland-ca/ | https://local.aarp.org/event/the-salsa-rueda-festi-2023-02-17-oakland-ca.html | https://bestthingsca.com/event/the-salsa-rueda-festi-2023-02-17-oakland-ca.html,tomorrow
SF Beer Week,,,Norm's Place,"356 Hartz Ave, Danville, CA",https://normsgrille.com/events/2023-02-10/,today
Thursday SJ Jazz Winter Fest Official Hang & Jam Session led by Tony Peebles,,"9:30 PM GMT-5,2:00 AM GMT-5",Mama Kin,"374 S 1st St, San Jose, CA",https://www.caltix.com/e/thursday-jazz-jam-session-led-by-tony-peebles-17,today
Restorative Yoga Teacher Training,,"5:30 PM GMT-5,8:30 PM GMT-5",Folk NOPA (formerly Yoga Garden + Moxie),"286 Divisadero St, San Francisco, CA",https://www.yogagardensf.com/event/restorative-yoga-teacher-training/,today
Walnut Creek Wedding Fait at the Marriott on February 19th 2023,,,Walnut Creek Marriott,"2355 N Main St, Walnut Creek, CA",http://www.bayareaweddingfairs.com/ | https://www.groupon.com/deals/gl-bay-area-wedding-fairs-4,today
"February Food Drive at SPS Daly City - Carter St. (Feb 1- 28, 2023)",,,"1101 Carter St, Daly City, CA",,https://m.facebook.com/events/2449062888591278/2449062931924607/?active_tab=about,today
Danville Library Events,,,Danville Library - Contra Costa County Library,"400 Front St, Danville, CA",https://www.yourtownmonthly.com/event/danville-library-events/,today
Wine Wednesday,,,Smith's Landing Seafood Grill,"1 Marina Plaza, Antioch, CA",https://www.contracostalive.com/event/5227,today
"SILICON VALLEY WEDDING FAIR AT THE HYATT CENTRIC on March 5th, 2023",,,The Village at San Antonio Center,"645 San Antonio Rd, Mountain View, CA",http://www.bayareaweddingfairs.com/ | https://www.groupon.com/deals/gl-bay-area-wedding-fairs-9,today
FANTOM FIRE@ THE WINTERS TAVERN,,,Winters Tavern,"1522 Francisco Blvd, Pacifica, CA",https://allevents.in/mobile/amp-event.php?event_id=10000526939749977,today
Unión=Fuerza Latinx Institute 2023 at Creating Change,,,Hilton San Francisco Union Square,"333 O'Farrell St, San Francisco, CA",https://allevents.in/san%20francisco/uni%C3%B3n%3Dfuerza-latinx-institute-2023-at-creating-change/200023727297726,today
MOTION PARTY,,"6:30  GMT-5,10:00 AM GMT-5","1408 Webster St, Oakland, CA",,https://allevents.in/oakland/motion-party/10000482730819877,tomorrow
The Headlands,,,"30 Grant Ave, San Francisco, CA",,https://www.ticketsmarter.com/e/the-headlands-tickets-san-francisco-2-18-2023-american-conservatory-theater/5497368 | https://www.meetandgreetticket.com/Events/5497368/The-Headlands-Tickets | https://mysuitetickets.com/5497368/the-headlands-tickets,tomorrow
Norcal Reptile Expo,,,Alameda County Fairgrounds,"4501 Pleasanton Ave, Pleasanton, CA",https://dothebay.com/events/2023/2/18/norcal-reptile-expo-tickets | https://www.kkiq.com/event/pleasanton-norcal-reptile-expo/ | http://sf-events.brokeassstuart.com/events/2023/2/18/norcal-reptile-expo-tickets,tomorrow
Super Soccer Stars | Mission Creek Park,,,Mission Creek Garden,"451 Berry St, San Francisco, CA",https://missionbayparks.com/events/category/soccer/,tomorrow
Late Night Karaoke @ The Milk Bar,,"11:30 PM GMT-5,2:00 AM GMT-5",Milk Bar,"1840 Haight St, San Francisco, CA",https://www.eventbrite.com/e/late-night-karaoke-the-milk-bar-tickets-546530817387,tomorrow
"Celebration of Love, Friendship and Music",,,Bistro 880,"39900 Balentine Dr, Newark, CA",https://www.eventbrite.com/e/celebration-of-love-friendship-and-music-tickets-503081499307 | https://allevents.in/mobile/amp-event.php?event_id=200023722766203,tomorrow
Golden Gate Theater,,,"1 Taylor St, San Francisco, CA",,https://www.theatricalindex.com/theatre/view/id/149/Golden+Gate+Theater,tomorrow
Salsa Rueda Festival,,,"San Francisco, CA",,https://www.gowherewhen.com/event/san-francisco-salsa-rueda-festival,tomorrow
The Latin Dead feat. John Kadlecik,,,Sweetwater Music Hall,"19 Corte Madera Ave, Mill Valley, CA",https://www.etix.com/ticket/p/8188206/the-latin-dead-featjohn-kadlecik-mill-valley-sweetwater-music-hall?partner_id=240 | https://sweetwatermusichall.com/event/the-latin-dead-feat-john-kadlecik/sweetwater-music-hall/mill-valley-california/ | https://dothebay.com/events/2023/2/18/the-latin-dead-tickets | https://www.latindead.com/live/event-two-kwbsa | https://allevents.in/corte%20madera/the-latin-dead-feat-john-kadlecik/200023746766017?ref=footer-up-eventlist,tomorrow
Candy Rain: the Best Rap Party,,,F8 Nightclub & Bar,"1192 Folsom St, San Francisco, CA",https://app.discotech.me/events/37197036-candy-rain-the-best-rap-party-at-f8 | https://www.witheta.com/event/candy-rain-the-best-rap-party-24139?type=undefined&aff=eta_search&username=undefined | https://allevents.in/san%20francisco/candy-rain-the-best-rap-party/10000341265403007,tomorrow
Board Game Meet Up and DJ,,,Bottoms Up Bar & Lounge,"4704 Mission St, San Francisco, CA",https://www.eventbrite.com/e/board-game-meet-up-and-dj-tickets-525773240917 | https://allevents.in/san%20francisco/board-game-meet-up-and-dj/10000525773240917?ref=eventlist-cat,today
Friday Nights at OMCA,,,Oakland Museum of California,"1000 Oak St, Oakland, CA",https://www.visitoakland.com/event/friday-nights-at-omca/29029/,today
Friday Night Series with Debbie & John - Milonguero vs Salon Styles,,,Alma Del Tango Studio,"167 Tunstead Ave, San Anselmo, CA",https://www.facebook.com/events/alma-del-tango/friday-night-series-with-debbie-john-milonguero-vs-salon-styles/1886941834995769/,today
No Scrubs: 90s Hip Hop and RnB Dance Party (FREE WITH RSVP!),,"10:30 PM GMT-5,2:00 AM GMT-5",Neck of the Woods,"406 Clement St, San Francisco, CA",https://www.eventbrite.com/e/no-scrubs-90s-hip-hop-and-rnb-dance-party-free-with-rsvp-tickets-510880365927 | https://allevents.in/san%20francisco/no-scrubs-90s-hip-hop-and-rnb-dance-party-free-with-rsvp/10000510880365927?ref=eventlist-cat,today
Calling all Ethiopian Food Lover's,,,"1009 Clay St, Oakland, CA",,https://allevents.in/oakland/calling-all-ethiopian-food-lovers/10000526053539297 | https://www.eventbrite.com/cc/ethiopian-food-1667999,today
Body Pump Workout,,,"378 Main St, San Francisco, CA",,https://gym.axiomthemes.com/events/category/contests/day/2023-02-19/,today
SVR CTO Forum,,"12:00 PM GMT-5,4:30 PM GMT-5",Autodesk Technology Center San Francisco,"Pier 9, San Francisco, CA",https://allevents.in/cupertino/chitta?ref=eventlist-also-sugg,today
[exhibit] Heart-Speak Dichos de Mi Padre @ MCCLA // SF,,,Mission Cultural Center for Latino Arts,"2868 Mission St, San Francisco, CA",https://latinbayarea.com/event/opening-reception-exhibit-heart-speak-dichos-de-mi-padre-mccla-sf/,today
RuPaul's Drag Race Viewing Party - Starting at 8 pm Feb 17,,"7:45 PM GMT-5,9:30 PM GMT-5",Qué Rico Nightclub,"381 15th St, Oakland, CA",https://www.eventbrite.com/e/rupauls-drag-race-viewing-party-starting-at-8-pm-feb-17-tickets-538242406527,today
Exodus To Eden,,"7:30 PM GMT-5,10:00 PM GMT-5",Oakland Theater Project,"1501 Martin Luther King Jr Way, Oakland, CA",https://go.evvnt.com/1506907-0?pid=8316 | https://www.diablomag.com/local-events/?_evDiscoveryPath=/event%2F1506907-exodus-to-eden,today
LV Mar Lounge,,"9:30 PM GMT-5,1:00 AM GMT-5",LV Mar Tapas & Cocktails,"2042 Broadway, Redwood City, CA",https://www.eventbrite.com/e/lv-mar-lounge-tickets-512811481947 | https://allevents.in/mobile/amp-event.php?event_id=10000512812113837,tomorrow
El SUPERRITMO!,,,Make-Out Room,"3225 22nd St, San Francisco, CA",https://dothebay.com/events/2023/2/18/el-superritmo-tickets,tomorrow
Perreo Tuesdays!,,,The Valencia Room,"647 Valencia St, San Francisco, CA",https://allevents.in/san%20francisco/perreo-tuesdays/10000525886940997,tomorrow
Herbal Tea and Conversation WorkBistro,,,"2043 CA-123, Berkeley, CA",,https://www.meetup.com/bay-area-coffee-and-networking-meetup-group/,tomorrow
CALLAITA | REGGAETON & HIPHOP EVENT @MYTH SAN JOSE! Outdoor Patio & Indoor,,"10:00 PM GMT-5,1:30 AM GMT-5",Myth Lounge,"152 Post St, San Jose, CA",https://www.eventbrite.com/e/callaita-reggaeton-hiphop-event-myth-san-jose-outdoor-patio-indoor-tickets-299566961847 | https://allevents.in/san%20jose/callaita-%7C-reggaeton-and-hiphop-event-myth-san-jose-outdoor-patio-and-indoor/10000445178419637,tomorrow
David El 3-Oh! Matinee @ Winters Tavern,,,Winters Tavern,"1522 Francisco Blvd, Pacifica, CA",https://m.facebook.com/events/1894410520906050/?acontext=%7B%22event_action_history%22%3A%5B%7B%22mechanism%22%3A%22lov_feed%22%2C%22surface%22%3A%22bookmark%22%7D%5D%2C%22ref_notif_type%22%3Anull%7D | https://allevents.in/mobile/amp-event.php?event_id=200024051247106,tomorrow
Breakfast with Enzo,,,Community Church-Mill Valley,"8 Olive St, Mill Valley, CA",https://enzogarcia.com/event/4856695/622058029/breakfast-with-enzo,tomorrow
Karaoke Vinnie's Concord,,,Vinnie's Bar & Grill,"2045 Mt Diablo St, Concord, CA",https://www.contracostalive.com/event/6466,tomorrow
New York-Style Pizza Workshop,,,"Potrero Hill, San Francisco, CA",,https://www.classpop.com/bay-area/cooking-classes/new-york-style-pizza-workshop,tomorrow
Origin Saturdays,,9:30 PM GMT-5,Origin,"1538 Fillmore St, San Francisco, CA",https://app.discotech.me/events/37288903-origin-saturdays-at-origin,tomorrow
BRIDGE MARATHON — SAUSALITO WOMAN'S CLUB,,,Sausalito Woman's Club,"120 Central Ave, Sausalito, CA",https://sausalitowomans.club/events/bridge-marathon-4,today
"SECONDHAND CLOTHES for Women, Men & Kids",,,Cow Hollow Preschool,"65 Funston Ave, San Francisco, CA",https://allevents.in/mobile/amp-event.php?event_id=10000520215728247,today
Painting Class for Valentine's  'Your Golden Heart',,"4:00 PM GMT-5,1:30 PM GMT-5",Glow Yoga & Wellness,"1548 Stockton St, San Francisco, CA",https://allevents.in/san%20francisco/painting-class-for-valentines-your-golden-heart/10000538226950297,today
Walking with St Francis: Our Journey of Conversion,,,San Damiano Retreat Center and Gift Shop,"710 Highland Dr, Danville, CA",https://sandamiano.org/events/walking-with-st-francis-our-journey-of-conversion/,today
East Bay Dragons MC,,,East Bay Dragons,"8731 International Blvd, Oakland, CA",https://www.meetup.com/bay-area-female-social-club/events/291148631/,today
Thrive2023 Marriage Retreat,,,Embassy Suites by Hilton San Francisco Airport Waterfront,"150 Anza Blvd, Burlingame, CA",https://www.eventbrite.com/e/thrive2023-marriage-retreat-tickets-496477386227,today
,,,Hotel Fairmont San Francisco,"950 Mason St, San Francisco, CA",https://www.edsurge.com/e/learning-and-the-brain-winter-conference-teaching-behaved-brains-san-francisco-ca-on-2023-02-17 | https://m.facebook.com/events/638645934344479/?active_tab=discussion | https://conferencealerts.com/show-event?id=246970 | https://www.oaklandhs.com/events/san-francisco/teaching-behaved-brains-conference-6063625 | https://10times.com/e1r3-1p48-kdpx,today
North I-680 Closure on Weekends,,"4:00 PM GMT-5,3:59 PM GMT-5",Fremont Police Department,"2000 Stevenson Blvd, Fremont, CA",https://www.fremontpolice.gov/Home/Components/Calendar/Event/216/17,today
February Challenge Yoga Bingo — Metta Yoga,,"12:30 AM GMT-5,9:00 PM GMT-5",METTA YOGA - Corte Madera,"8 Tamalpais Dr, Corte Madera, CA",https://www.mettayogastudio.com/events/february-yoga-bingo-challenge,today
Nine Artists/Nine Viewpoints,,,"12501 Alcosta Blvd, San Ramon, CA",,https://lamorindaarts.org/events/nine-artists-nine-viewpoints/,today
The Infinite Wrench,,"9:00  GMT-5,10:30 PM GMT-5",Community Arts Stabilization Trust,"447 Minna St 4th Floor, San Francisco, CA",https://tixel.com/theatre-tickets/2023/02/18/the-infinite-wrench | https://www.447minna.com/events/sf-neo-futurists-0114-grkkg-kgnr9-fkzr3-gfzzs,tomorrow
Cuffing Season w/ Umami + More! R&B Party!,,,Crybaby,"1928 Telegraph Ave, Oakland, CA",https://www.ticketweb.com/event/cuffing-season-w-umami-crybaby-tickets/12841315 | https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fevent%2Fcuffing-season-w-umami-crybaby-tickets%2F12841315 | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-05-31#!/details/Cuffing-Season-w-Umami-More-R-B-Party-/11401637/2023-02-18T21 | https://dothebay.com/events/2023/2/18/cuffing-season-w-umami-more-r-b-party-tickets | https://www.unation.com/event/cuffing-season-w-umami-more-rb-party-14267253,tomorrow
“Shabbat Morning Family Music and Play”,,"10:30 AM GMT-5,12:00 PM GMT-5",Precita Park,"3200 Folsom St, San Francisco, CA",https://www.eventbrite.com/e/shabbat-morning-family-music-and-play-registration-518195345227 | https://jweekly.com/event/shabbat-morning-family-music-and-play-3/ | https://allevents.in/san%20francisco/shabbat-morning-family-music-and-play/10000518195345227?ref=cityhome,tomorrow
Saturday Slaps,,,Opal Social Club,"251 Castro St, Mountain View, CA",https://app.discotech.me/events/37290341-saturday-slaps-at-opal-social-club,tomorrow
Ken Flores,,,Brick & Mortar Music Hall,"1710 Mission St, San Francisco, CA",https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fevent%2Fken-flores-brick-and-mortar-music-hall-tickets%2F12823415 | https://dothebay.com/events/2023/2/18/ken-flores-tickets,tomorrow
Solomon King,,,The Bistro,"1001 B St, Hayward, CA",https://dothebay.com/events/2023/2/18/solomon-king-tickets | https://www.danvillesanramon.com/calendar/event/alamo-rotary#!/details/Solomon-King/11431074/2023-02-18T15 | https://solomonkingmusic.com/event/4866812/619999056/solomon-king-at-the-bistro,tomorrow
Little Stranger,,,Cornerstone Craft Beer & Live Music,"2367 Shattuck Ave., Berkeley, CA",https://www.seetickets.us/event/Little-Stranger/520311 | https://www.kron4.com/community/calendar/?_escaped_fragment_=%2Fshow%2F%3Fstart#!/details/Little-Stranger/11223032/2023-02-18T19 | https://dothebay.com/events/2023/2/18/little-stranger-tickets | https://www.songkick.com/concerts/40775439-little-stranger-at-cornerstone-berkeley | https://allevents.in/mobile/amp-event.php?event_id=200023798705343,tomorrow
Danny Click & the Hell Yeah's (Saturday),,,Peri's Tavern,"29 Broadway, Fairfax, CA",https://www.pressdemocrat.com/events/?_escaped_fragment_=/show/?start=2020-08-29#!/details/Danny-Click-the-Hell-Yeah-s-Saturday-/11499506/2023-02-18T21,tomorrow
IN DA CLUB,,,The Holy Cow,"1535 Folsom St, San Francisco, CA",https://www.eventbrite.com/e/in-da-club-2000s-beyond-hip-hop-dance-party-eve-nightclub-tickets-542318137147 | https://app.discotech.me/events/37354510-in-da-club-at-eve-nightclub | https://allevents.in/san%20francisco/in-da-club-2000s-and-beyond-hip-hop-dance-party-eve-nightclub/10000542318137147,tomorrow
San Francisco Dinner Dance Cruise,,"7:30 PM GMT-5,7:30 PM GMT-5",Hornblower Cruises & Events,"3 Pier 7, San Francisco, CA",https://feverup.com/m/96476,tomorrow
"WE BELONG: Heart practice for Queer, Trans, Black & Indigenous (QTBIPOC)",,"6:30 PM GMT-5,8:30 PM GMT-5",East Bay Meditation Center,"285 17th St, Oakland, CA",https://allevents.in/oakland/we-belong-heart-practice-for-queer-trans-black-and-indigenous-qtbipoc/10000511177635067 | https://www.eventbrite.com/e/we-belong-heart-practice-for-queer-trans-black-indigenous-qtbipoc-registration-511177635067,today
St. Columba's Divine 9 Sunday 2023,,,St. Columba Catholic Church,"6401 San Pablo Ave, Oakland, CA",https://allevents.in/oakland/st-columbas-divine-9-sunday-2023/10000515795075957?ref=eventlist-cat,today
BLACK LGBTQ FILM SCREENINGS,,,Oakland LGBTQ Community Center,"3207 Lakeshore Ave, Oakland, CA",https://allevents.in/oakland/black-lgbtq-film-screenings/10000500414030837,today
40% Off Every Moment,,,Stonestown Galleria,"3251 20th Ave, San Francisco, CA",https://www.stonestowngalleria.com/en/shopping/40-off-every-moment-4160899.html,today
Oru Kayak Garage Sale,,,Oru Kayak,"4065 Emery St, Emeryville, CA",https://www.eventbrite.com/e/oru-kayak-garage-sale-tickets-549663868427,today
"Bootcamp Sundays Salsa Class , Bachata  Class, Dance Lessons",,,Mystique Ballroom Company,"675 Ygnacio Valley Rd b102, Walnut Creek, CA",https://allevents.in/walnut%20creek/bootcamp-sundays-salsa-class-bachata-class-dance-lessons/10000535420205247 | https://www.eventbrite.com/e/bootcamp-sundays-salsa-class-bachata-class-dance-lessons-tickets-535420205247,today
Paint & Wine for Valentine,,"4:00 PM GMT-5,1:30 PM GMT-5",Glow Yoga & Wellness,"1548 Stockton St, San Francisco, CA",https://m.facebook.com/events/glow-yoga-wellness/paint-wine-for-valentine/872377903874915/,today
Alcatraz City Cruises Scavenger Hunt 2023,,"4:30 PM GMT-5,12:30 AM GMT-5","Pier 33, San Francisco, CA",,https://allevents.in/san%20francisco/alcatraz-city-cruises-scavenger-hunt-2023/10000525785347127,today
My Brown is Beautiful,,,Wine & Design,"204 Broadway, Oakland, CA",https://bayarearegistry.com/event/my-brown-is-beautiful/,today
Dissolution,,,Dolby Chadwick Gallery,"210 Post St #205, San Francisco, CA",https://www.artland.com/exhibitions/dissolution-cfgcd1a23akg00dedt5g | https://www.mutualart.com/Exhibition/Matthew-Scheatzle--Dissolution/CE7271414B0DCC35 | https://allevents.in/san%20francisco/matthew-scheatzle-dissolution/10000514359652567?ref=cityhome,today
Mavis Staples,,"7:30  GMT-5,9:30 PM GMT-5",SFJAZZ,"201 Franklin St, San Francisco, CA",https://tixel.com/music-tickets/2023/02/18/mavis-staples | https://festivaly.eu/en/mavis-staples-miner-auditorium-san-francisco-2023 | https://ticketmaster.evyy.net/c/266168/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fevent%2FZ7r9jZ1AdfVj- | https://www.shareasale.com/m-pr.cfm?merchantID=76847&userID=479796&productID=1262477143 | https://www.ticketcity.com/san-francisco-tickets/sf-jazz-center-miner-auditorium-tickets/mavis-staples-feb-18-2023-4015784.html?aid=2658,tomorrow
Re:Sound Migration,,"11:30 PM GMT-5,3:00 AM GMT-5","1024 Nimitz Ave, Vallejo, CA",,https://allevents.in/vallejo/re-sound-migration/10000518439676027 | https://www.eventbrite.com/e/resound-migration-tickets-518439676027 | https://www.visitvallejo.com/events/upcoming-events/resound-migration | https://www.sfstation.com/mare-island-b28593711,tomorrow
LIVE COMEDY SHOW: Starring Comedian Lachlan Patterson,,"9:30  GMT-5,11:00 PM GMT-5",Rooster T Feathers Comedy Club,"157 W El Camino Real, Sunnyvale, CA",https://allevents.in/sunnyvale/live-comedy-show-starring-comedian-lachlan-patterson/10000515834062567,tomorrow
Memorial Mass,,,St. Ignatius,"2001 37th Ave, San Francisco, CA",https://www.tributearchive.com/obituaries/27184274/felix-talavan,tomorrow
Cambodian Rock Band,,,Berkeley Repertory Theatre,"2025 Addison St, Berkeley, CA",https://www.san-francisco-theater.com/theaters/roda-theatre/cambodian-rock-band.php,tomorrow
Effective Altruism Picnic in the Park,,,Mission Dolores Park,"Dolores St &, 19th St, San Francisco, CA",https://www.meetup.com/effective-altruism-bay-area/,tomorrow
Los Buenos Sonidos | The Good Sounds,,,San Agus Cocina Urbana & Cocktails,"115 Hamilton Ave, Palo Alto, CA",https://allevents.in/mobile/amp-event.php?event_id=10000512815132867,tomorrow
Kassa Overall,,"4:00 AM GMT-5,3:59 AM GMT-5",Black Cat Jazz & Supper Club,"400 Eddy St, San Francisco, CA",https://blackcatsf.com/event/kassa-overall/2023-02-18/,tomorrow
Los Nuevos Rebeldes,,,El Rancho Restaurant,"1450 Monument Blvd, Concord, CA",https://www.songkick.com/concerts/40898318-los-nuevos-rebeldes-at-el-rancho-club?utm_medium=organic&utm_source=microformat,tomorrow
San Francisco Writers Conference,,,Hyatt Regency San Francisco,"5 Embarcadero Ctr, San Francisco, CA",https://www.sfwriters.org/sfwc-registration/ | https://10times.com/francisco-writers-conference | https://eventseeker.com/venue/18142-hyatt-regency-san-francisco | https://www.amandatraylor.com/upcoming-events/event-one-ygjtt,tomorrow
Imanbek Door,,,Temple Nightclub San Francisco,"540 Howard St, San Francisco, CA",https://www.eventbrite.com/e/imanbek-at-temple-sf-tickets-483604202187 | https://app.discotech.me/events/37313649-imanbek-at-temple | https://allevents.in/san%20francisco/imanbek-at-temple-sf/200023886134154 | https://dothebay.com/events/2023/2/18/imanbek-tickets | https://www.tixr.com/groups/templesf/events/imanbek-door-62722,week
Sister Nancy,,,The Chapel,"777 Valencia St, San Francisco, CA",https://www.closeseats.com/san-francisco/reggae/sister-nancy-tickets/5455018 | https://dothebay.com/events/2023/2/18/sister-nancy-tickets | https://www.stubhub.com/sister-nancy-san-francisco-tickets-2-18-2023/event/151227205/ | https://www.unation.com/event/sister-nancy-13438574 | https://www.rateyourseats.com/mobile/tickets/events/sister-nancy-february-18-2023-4222825,week
Eric Benét  at Yoshi's,,"8:00 PM GMT-5,8:15 PM GMT-5",Yoshi's,"510 Embarcadero West, Oakland, CA",https://festivaly.eu/en/eric-benet-yoshis-oakland-2023-5 | https://ticketliquidator.auhm.net/c/266168/181694/2085?prodsku=5451174&u=https%3A%2F%2Fwww.ticketliquidator.com%2Ftickets%2F5451174%2FEric-Benet-tickets-Tue-Feb-14-2023-Yoshi%27s---Oakland&intsrc=CATF_1315 | https://www.shareasale.com/m-pr.cfm?merchantID=76847&userID=479796&productID=1281905863 | https://www.ticketcity.com/san-francisco-tickets/yoshis-jazz-club-oakland-tickets/eric-benet-feb-14-2023-4214913.html?aid=2658 | https://www.visitoakland.com/event/eric-ben%C3%A9t-at-yoshis/29559/,week
CUFFIN OAKLAND: All Thangs R&B Party Grand Reopening!,,,Amber Lounge,"1517 Franklin St, Oakland, CA",https://www.eventbrite.com/e/cuffin-oakland-all-thangs-rb-party-grand-reopening-tickets-516955587077 | https://allevents.in/mobile/amp-event.php?event_id=10000533206263287,week
I LOVE FIESTA! Party at Woodbury San Francisco,,"9:30 PM GMT-5,2:00 AM GMT-5",Woodbury,"685 3rd St, San Francisco, CA",https://www.eventbrite.com/e/dj-guardado-remix-events-present-i-love-fiesta-party-at-woodbury-san-f-tickets-534872286407 | https://allevents.in/san%20francisco/i-love-fiesta-party-at-woodbury-san-francisco/10000531180454037 | https://dothebay.com/events/2023/2/18/i-love-fiesta-party-at-woodbury-san-francisco-tickets,week
Alcohol By Volume: SF Beer Week Record Fair,,,Harmonic Brewing,"1050 26th St, San Francisco, CA",https://dothebay.com/events/2023/2/19/alcohol-by-volume-sf-beer-week-record-fair-tickets,week
Audien,,,Yolo Nightclub,"333 11th St, San Francisco, CA",https://www.songkick.com/concerts/40849490-audien-at-yolo-nightclub?utm_medium=organic&utm_source=microformat | https://app.discotech.me/events/37331426-audien-at-yolo-nightclub,week
Noise Pop Festival Takeover at Zeitgeist,,,Zeitgeist,"199 Valencia St, San Francisco, CA",https://dothebay.com/events/2023/2/18/noise-pop-festival-takeover-at-zeitgeist-free | https://www.sfstation.com/zeitgeist-b1268,week
Day Party w/ Cubicolor,,,Audio Nightclub,"316 11th St, San Francisco, CA",https://audiosf.com/?utm_source=jambase | https://www.viagogo.com/E-151310696 | https://www.eventbrite.com/e/cubicolor-dj-set-tickets-485798074117 | https://allevents.in/san%20francisco/cubicolor-dj-set/10000485798074117 | https://dothebay.com/events/2023/2/19/day-party-w-cubicolor-at-audio-sf-tickets,week
Open Rehearsal for Prospective Players:  SF Mandolin Orchestra,,"12:30  GMT-5,3:30 PM GMT-5",Taraval Police Station,"2345 24th Ave, San Francisco, CA",https://www.meetup.com/bay-area-classical-mandolin-lovers/,week
Imanbek Door,,,Temple Nightclub San Francisco,"540 Howard St, San Francisco, CA",https://www.eventbrite.com/e/imanbek-at-temple-sf-tickets-483604202187 | https://app.discotech.me/events/37313649-imanbek-at-temple | https://allevents.in/san%20francisco/imanbek-at-temple-sf/200023886134154 | https://dothebay.com/events/2023/2/18/imanbek-tickets | https://www.tixr.com/groups/templesf/events/imanbek-door-62722,weekend
